Player ID,Full Name,First Name,Last Name,Rating,Games Played (Avg),Points Per Game (Avg),Rebounds Per Game (Avg),Assists Per Game (Avg),Steals Per Game (Avg),Blocks Per Game (Avg),Field Goal % (Avg),Free Throw % (Avg),Three Point % (Avg)
1641747,DaRon Holmes II,DaRon,Holmes II,0.0,,,,,,,,,
1630527,Brandon Boston,Brandon,Boston,86.61,32.0,252.7,72.0,41.7,24.3,5.7,41.9,74.9,34.4
1641707,Taylor Hendricks,Taylor,Hendricks,85.1,21.5,153.0,100.0,17.0,16.5,17.0,33.6,77.2,31.4
1630598,Aaron Wiggins,Aaron,Wiggins,90.96,74.7,645.0,230.3,100.0,51.7,17.3,52.1,81.7,42.3
1630283,Kylor Kelley,Kylor,Kelley,57.33,7.3,22.7,26.0,3.3,0.7,2.0,61.6,58.9,0.0
1629021,Moritz Wagner,Moritz,Wagner,89.56,55.7,618.0,251.3,74.0,33.3,15.3,55.4,79.1,33.4
1631101,Shaedon Sharpe,Shaedon,Sharpe,88.72,61.3,878.0,240.0,128.7,42.7,17.3,44.3,77.4,33.5
1631095,Jabari Smith Jr.,Jabari,Smith Jr.,89.39,70.7,917.3,528.0,94.0,40.0,58.7,43.3,80.7,34.1
1626158,Richaun Holmes,Richaun,Holmes,86.62,23.7,143.0,119.7,22.3,6.7,14.0,58.8,75.0,11.1
1642403,Isaac Jones,Isaac,Jones,89.02,40.0,134.0,57.0,12.0,5.0,10.0,65.1,63.9,37.5
1628467,Maxi Kleber,Maxi,Kleber,86.79,38.0,171.3,124.3,54.3,12.7,25.7,42.4,72.5,32.0
1629048,Goga Bitadze,Goga,Bitadze,87.7,51.0,294.0,266.0,78.0,30.0,60.0,57.8,58.4,17.9
1641738,Kobe Brown,Kobe,Brown,86.25,42.0,83.0,63.5,24.5,9.5,5.0,43.4,60.7,26.2
203897,Zach LaVine,Zach,LaVine,89.51,49.3,1149.3,210.0,206.7,38.7,8.0,51.1,83.2,44.6
1629627,Zion Williamson,Zion,Williamson,88.45,43.0,1030.7,274.7,214.7,48.7,30.0,58.2,69.1,31.1
201569,Eric Gordon,Eric,Gordon,88.84,58.7,623.7,100.7,129.0,45.0,22.3,43.8,78.9,38.6
1626157,Karl-Anthony Towns,Karl-Anthony,Towns,89.69,54.3,1236.7,557.0,183.7,44.7,36.0,50.8,85.9,40.1
1641748,Andre Jackson Jr.,Andre,Jackson Jr.,88.65,62.0,177.5,147.5,66.5,25.0,10.0,48.8,61.4,38.2
1629656,Quentin Grimes,Quentin,Grimes,88.43,50.0,728.0,216.0,152.0,49.3,14.7,46.6,75.8,38.5
1631323,Simone Fontecchio,Simone,Fontecchio,88.35,47.0,379.3,153.7,55.3,25.0,11.7,44.4,82.6,38.4
1629637,Jaxson Hayes,Jaxson,Hayes,88.57,57.7,306.3,204.0,41.7,28.3,33.0,66.4,64.8,3.4
1641801,Emanuel Miller,Emanuel,Miller,33.03,6.0,10.0,8.0,2.0,1.0,0.0,50.0,100.0,0.0
1626162,Kelly Oubre Jr.,Kelly,Oubre Jr.,88.36,58.7,975.7,319.3,87.7,79.0,31.7,44.7,75.4,30.8
1627777,Georges Niang,Georges,Niang,88.8,52.7,522.7,181.3,74.0,18.7,9.3,46.0,79.3,40.6
1641721,Maxwell Lewis,Maxwell,Lewis,83.64,18.7,77.3,36.7,12.7,6.0,4.7,39.1,46.7,25.3
203468,CJ McCollum,CJ,McCollum,89.31,65.7,1357.7,275.3,320.3,59.3,34.3,44.7,77.1,39.7
1628369,Jayson Tatum,Jayson,Tatum,90.05,73.3,2048.0,624.3,379.0,76.3,44.0,46.3,83.4,35.6
