Player ID,Full Name,First Name,Last Name,Position,Games Played (Avg),Points Per Game (Avg),Rebounds Per Game (Avg),Assists Per Game (Avg),Steals Per Game (Avg),Blocks Per Game (Avg),Field Goal % (Avg),Free Throw % (Avg),Three Point % (Avg),Rating,Dollar Value,SEASON_ID,Player_ID,Game_ID,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
203999,Nikola Jokić,Nikola,Jokić,nikola_jokic,72.66666666666667,26.81651376146789,12.316513761467888,9.642201834862384,1.477064220183486,0.7339449541284403,0.597,0.8130000000000001,0.3863333333333333,99.0,5,0.0,203999.0,0.0,10.405063291139241,17.860759493670887,0.6012151898734177,1.0506329113924051,2.9240506329113924,0.3488354430379747,4.531645569620253,5.544303797468355,0.7843670886075949,2.8227848101265822,9.531645569620252,12.354430379746836,8.962025316455696,1.3670886075949367,0.8607594936708861,3.0,2.4556962025316458,26.39240506329114,8.632911392405063,1.0
203954,Joel Embiid,Joel,Embiid,joel_embiid,41.333333333333336,32.16129032258064,10.120967741935482,4.661290322580645,1.0161290322580645,1.5806451612903225,0.507,0.874,0.339,99.0,5,0.0,203954.0,0.0,11.538461538461538,21.82051282051282,0.5254871794871795,1.3846153846153846,3.5641025641025643,0.38100000000000006,10.23076923076923,11.58974358974359,0.885102564102564,2.4358974358974357,8.58974358974359,11.025641025641026,5.615384615384615,1.1794871794871795,1.6923076923076923,3.8461538461538463,2.871794871794872,34.69230769230769,6.82051282051282,1.0
203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,giannis_antetokounmpo,67.66666666666667,30.6256157635468,11.729064039408865,6.246305418719212,0.9704433497536946,1.024630541871921,0.5883333333333334,0.6396666666666667,0.257,98.45,5,0.0,203507.0,0.0,11.465753424657533,18.753424657534246,0.6133424657534245,0.4657534246575342,1.6986301369863013,0.22247945205479452,7.041095890410959,10.712328767123287,0.6321095890410958,2.684931506849315,8.835616438356164,11.520547945205479,6.52054794520548,1.1917808219178083,1.082191780821918,3.4246575342465753,2.8767123287671232,30.438356164383563,4.6438356164383565,1.0
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,shai_gilgeous,73.0,31.383561643835616,5.127853881278538,6.036529680365297,1.7945205479452055,0.9543378995433792,0.5213333333333333,0.8923333333333333,0.3576666666666666,94.54,5,0.0,1628983.0,0.0,10.613333333333333,19.826666666666668,0.5367999999999999,1.2666666666666666,3.5866666666666664,0.3797066666666666,7.56,8.653333333333334,0.87496,0.8666666666666667,4.666666666666667,5.533333333333333,6.2,2.0,0.8933333333333333,2.16,2.453333333333333,30.053333333333335,8.133333333333333,1.0
1629029,Luka Dončić,Luka,Dončić,luka_don,33.333333333333336,28.16,8.18,7.66,1.78,0.42,0.4506666666666667,0.7799999999999999,0.367,92.79,5,0.0,1629029.0,0.0,11.485714285714286,23.6,0.48411428571428566,4.057142857142857,10.628571428571428,0.3749714285714286,6.828571428571428,8.685714285714285,0.7942142857142857,0.8428571428571429,8.4,9.242857142857142,9.8,1.4142857142857144,0.5428571428571428,4.0285714285714285,2.1285714285714286,33.857142857142854,4.557142857142857,1.0
1641705,Victor Wembanyama,Victor,Wembanyama,victor_wembanyama,58.5,22.54700854700855,10.77777777777778,3.7777777777777777,1.1965811965811963,3.675213675213675,0.4705,0.8160000000000001,0.3385,91.7,5,0.0,1641705.0,0.0,7.76056338028169,16.704225352112676,0.4638591549295775,1.8028169014084507,5.549295774647887,0.3124929577464789,4.112676056338028,5.169014084507042,0.7370563380281687,2.267605633802817,8.366197183098592,10.633802816901408,3.859154929577465,1.2394366197183098,3.5774647887323945,3.6619718309859155,2.1549295774647885,21.43661971830986,-2.0,1.0
203076,Anthony Davis,Anthony,Davis,anthony_davis,34.0,24.72549019607843,11.568627450980392,3.549019607843137,1.156862745098039,2.156862745098039,0.5016666666666667,0.7503333333333333,0.2709999999999999,89.09,5,0.0,203076.0,0.0,9.381578947368421,16.88157894736842,0.5574736842105263,0.3815789473684211,1.4078947368421053,0.17378947368421052,5.5394736842105265,6.7894736842105265,0.7800263157894733,3.1447368421052633,9.5,12.644736842105264,3.5,1.1973684210526316,2.3421052631578947,2.0921052631578947,2.3289473684210527,24.68421052631579,1.9736842105263157,1.0
2544,LeBron James,LeBron,James,lebron_james,65.33333333333333,26.13265306122449,7.760204081632653,7.852040816326531,1.0663265306122451,0.556122448979592,0.5176666666666666,0.7666666666666666,0.369,88.55,5,0.0,2544.0,0.0,9.647887323943662,17.87323943661972,0.5422394366197181,2.0985915492957745,5.112676056338028,0.4045915492957745,4.267605633802817,5.690140845070423,0.7308591549295775,0.8591549295774648,6.436619718309859,7.295774647887324,8.295774647887324,1.2535211267605635,0.5352112676056338,3.4507042253521125,1.0985915492957747,25.661971830985916,3.112676056338028,1.0
1628369,Jayson Tatum,Jayson,Tatum,jayson_tatum,73.33333333333333,27.92727272727273,8.513636363636365,5.168181818181819,1.040909090909091,0.6000000000000001,0.463,0.8336666666666667,0.3563333333333333,87.07,5,0.0,1628369.0,0.0,9.08108108108108,19.27027027027027,0.47174324324324324,3.0945945945945947,8.22972972972973,0.37406756756756765,5.594594594594595,6.716216216216216,0.7894324324324324,0.9054054054054054,7.216216216216216,8.121621621621621,4.918918918918919,1.0135135135135136,0.581081081081081,2.5405405405405403,1.9594594594594594,26.85135135135135,8.216216216216216,1.0
201142,Kevin Durant,Kevin,Durant,kevin_durant,61.333333333333336,27.418478260869566,6.423913043478261,4.760869565217391,0.8315217391304347,1.277173913043478,0.5366666666666667,0.8713333333333333,0.4156666666666666,86.88,5,0.0,201142.0,0.0,10.013333333333334,19.14666666666667,0.5309866666666666,2.24,5.426666666666667,0.4223333333333332,4.826666666666667,5.64,0.8025466666666666,0.5466666666666666,6.053333333333334,6.6,5.04,0.92,1.2133333333333334,3.2533333333333334,1.7733333333333334,27.093333333333334,3.8666666666666667,1.0
1627734,Domantas Sabonis,Domantas,Sabonis,domantas_sabonis,77.0,19.22077922077922,13.268398268398268,7.225108225108226,0.8095238095238095,0.4891774891774891,0.5996666666666667,0.7333333333333334,0.3896666666666666,85.3,5,0.0,1627734.0,0.0,7.7317073170731705,13.024390243902438,0.5974268292682926,0.4024390243902439,1.0609756097560976,0.27439024390243905,3.5609756097560976,5.060975609756097,0.6536951219512195,3.5853658536585367,10.073170731707316,13.658536585365853,8.207317073170731,0.9024390243902439,0.5853658536585366,3.317073170731707,3.048780487804878,19.426829268292682,0.8414634146341463,1.0
1629027,Trae Young,Trae,Young,trae_young,67.66666666666667,25.339901477832512,2.96551724137931,10.857142857142856,1.1970443349753694,0.1576354679802955,0.4233333333333333,0.872,0.3493333333333333,83.33,5,0.0,1629027.0,0.0,8.018518518518519,18.666666666666668,0.4320370370370367,3.240740740740741,8.685185185185185,0.3714999999999999,6.444444444444445,7.537037037037037,0.8341111111111109,0.42592592592592593,2.3333333333333335,2.759259259259259,10.796296296296296,1.3333333333333333,0.2037037037037037,4.351851851851852,2.0185185185185186,25.72222222222222,-2.1481481481481484,1.0
